Node,Rank
Mastophoroideae sp. BISH 699882,species
Mastophoroideae sp. BISH 699823,species
Mastophoroideae sp. BISH 699819,species
Mastophoroideae sp. BISH 699814,species
Mastophoroideae sp. SWD-2014,species
Mastophoroideae sp. VP-2014,species
Mastophoroideae sp. 1 SV-2018,species
Mastophoroideae sp. 2 SV-2018,species
Mastophoroideae sp.,species
unclassified Corallinaceae,no rank
Non-geniculate coralline algae NZC0260,species
Rhodolith non-geniculate coralline algae NZC0137,species
Non-geniculate coralline algae NZC0095,species
Sterile rhodolith coralline algae NZC0497,species
Non-geniculate coralline algae DH5_1,species
Non-geniculate coralline algae DH5_2,species
Non-geniculate coralline algae DH6,species
Non-geniculate coralline algae NZC0092,species
Non-geniculate coralline algae NZC0484,species
Non-geniculate coralline algae NZC0480,species
Non-geniculate coralline algae NZC0450,species
Non-geniculate coralline algae NZC0476,species
Non-geniculate coralline algae NZC0073,species
Non-geniculate coralline algae NZC0624,species
Non-geniculate coralline algae NZC0686,species
Non-geniculate coralline algae NZC0728,species
Non-geniculate coralline algae NZC0732,species
Non-geniculate coralline algae NZC0734,species
Non-geniculate coralline algae NZC0740,species
Non-geniculate coralline algae NZC0742,species
Non-geniculate coralline algae NZC0743,species
Non-geniculate coralline algae NZC0744,species
Non-geniculate coralline algae NZC0746,species
Non-geniculate coralline algae NZC0761,species
Non-geniculate coralline algae NZC0786,species
Non-geniculate coralline algae NZC0784,species
Non-geniculate coralline algae NZC0785,species
Non-geniculate coralline algae NZC0780,species
Non-geniculate coralline algae NZC0773,species
Non-geniculate coralline algae NZC0776,species
Non-geniculate coralline algae NZC0767,species
Non-geniculate coralline algae NZC0782,species
Non-geniculate coralline algae NZC0787,species
Non-geniculate coralline algae NZC0763,species
Non-geniculate coralline algae NZC0768,species
Non-geniculate coralline algae NZC0747,species
Non-geniculate coralline algae NZC0818,species
Non-geniculate coralline algae NZC0812,species
Non-geniculate coralline algae NZC0827,species
Sterile rhodolith coralline algae NZC0824,species
Non-geniculate coralline algae NZC0764,species
Sterile rhodolith coralline algae NZC0838,species
Non-geniculate coralline algae NZC0875,species
Sterile rhodolith coralline algae NZC0840,species
Non-geniculate coralline algae NZC0841,species
Non-geniculate coralline algae NZC0851,species
Sterile rhodolith coralline algae NZC0836,species
Non-geniculate coralline algae NZC0756,species
Non-geniculate coralline algae ASE278,species
Non-geniculate coralline algae ASE303,species
unidentified non-geniculate coralline algae,species
Corallinaceae sp. BISH 683177,species
Corallinaceae sp. 464-586,species
Corallinaceae sp. 2Calcrust,species
Corallinaceae sp. 3Calcrust,species
Corallinaceae sp. 6BCcrust,species
Corallinaceae sp.,species
environmental samples,no rank
uncultured Calliarthron,species
Chamberlainoideae,subfamily
Pneophyllum,genus
Pneophyllum coronatum,species
Pneophyllum fragile,species
Pneophyllum conicum,species
Pneophyllum cf. conicum,species
Pneophyllum confervicola,species
Pneophyllum myriocarpum,species
Pneophyllum lobescens,species
Pneophyllum limitatum,species
Pneophyllum subplanum,species
unclassified Pneophyllum,no rank
Pneophyllum sp. NZC2023,species
Pneophyllum sp. NZC2019,species
Pneophyllum sp. AR-2014,species
Pneophyllum sp. 2BC,species
Pneophyllum sp. AR-2015,species
Pneophyllum sp. AZ-2016,species
Pneophyllum sp. 1 SV-2018,species
Pneophyllum sp. 1 LCL-2018,species
Pneophyllum sp. 2 LCL-2018,species
Pneophyllum sp. A_Twist-2019,species
Pneophyllum sp. B_Twist-2019,species
Pneophyllum sp. D_Twist-2019,species
Pneophyllum sp. F_Twist-2019,species
Pneophyllum sp. G_Twist-2019,species
Pneophyllum sp. I_Twist-2019,species
Pneophyllum sp. J_Twist-2019,species
Pneophyllum sp. K_Twist-2019,species
Pneophyllum sp.,species
Pneophyllum sp. C_Twist-2019,species
Pneophyllum sp. E_Twist-2019,species
Pneophyllum cetinaensis,species
Pneophyllum marlothii,species
Pneophyllum discoideum,species
Chamberlainium,genus
Chamberlainium decipiens,species
Chamberlainium agulhense,species
Chamberlainium tumidum,species
unclassified Chamberlainium,no rank
Chamberlainium sp.,species
Chamberlainium sp. 1 CPP-2020,species
Chamberlainium sp. 2 CPP-2020,species
Chamberlainium sp. 3 CPP-2020,species
Chamberlainium sp. 1,species
Chamberlainium sp. 2,species
Chamberlainium sp. 3,species
Chamberlainium sp. 4,species
Chamberlainium sp. 5,species
Chamberlainium sp. 6,species
Chamberlainium sp. 7,species
Chamberlainium sp. 8,species
Chamberlainium cochleare,species
Chamberlainium capense,species
Chamberlainium glebosum,species
Chamberlainium impar,species
Chamberlainium natalense,species
Chamberlainium occidentale,species
Chamberlainium tenue,species
Parvicellularium,genus
Parvicellularium leonardi,species
unclassified Parvicellularium,no rank
Parvicellularium sp. 1,species
Parvicellularium sp. 2,species
Parvicellularium sp. 3,species
Parvicellularium sp. 4,species
Parvicellularium sp. 5,species
Parvicellularium sp. 6,species
Parvicellularium sp. 7,species
Parvicellularium sp. 8,species
Hydrolithoideae,subfamily
Hydrolithon,genus
Hydrolithon samoense,species
Hydrolithon pachydermum,species
Hydrolithon improcerum,species
Hydrolithon cf. onkodes,species
Hydrolithon reinboldii,species
Hydrolithon cf. reinboldii,species
Hydrolithon murakoshii,species
Hydrolithon boergesenii,species
Hydrolithon rupestre,species
unclassified Hydrolithon,no rank
Hydrolithon sp. BISH 683179,species
Hydrolithon sp. ARS-2011,species
Hydrolithon sp. 1 MM-2013,species
Hydrolithon sp. SWD-2014,species
Hydrolithon sp. AR-2014,species
Hydrolithon sp. NMR-2015,species
Hydrolithon sp. 2 SV-2018,species
Hydrolithon sp. 3 SV-2018,species
Hydrolithon sp. 1 SV-2018,species
Hydrolithon sp.,species
Hydrolithon sp. 1,species
Hydrolithon sp. 2,species
Hydrolithon sp. 3,species
Hydrolithon sp. 4,species
Hydrolithon sp. 5,species
Hydrolithon sp. 6,species
Hydrolithon sp. 7,species
Hydrolithon cf. megacystum,species
Adeylithon,genus
Adeylithon bosencei,species
unclassified Adeylithon,no rank
Adeylithon sp.,species
unclassified Corallinales,no rank
Corallinales sp. CB-2003,species
Corallinales sp. Gen13sp1 NZ Twist 2018,species
Corallinales sp. ASG241,species
Corallinales sp. ASG242,species
Corallinales sp. ASG243,species
Corallinales sp. ASG244,species
Corallinales sp. NZC2010,species
Corallinales sp. NZC2011,species
Corallinales sp. NZC2018,species
Corallinales sp. NZC2023,species
Corallinales sp. NZC2031,species
Corallinales sp. NZC2038,species
Corallinales sp. NZC2042,species
Corallinales sp. NZC2047,species
Corallinales sp. NZC2053,species
Corallinales sp. NZC2056,species
Corallinales sp. NZC2059,species
Corallinales sp. NZC2062,species
Corallinales sp. NZC2063,species
Corallinales sp. NZC2067,species
Corallinales sp. NZC2068,species
Corallinales sp. NZC2069,species
Corallinales sp. NZC2071,species
Corallinales sp. NZC2072,species
Corallinales sp. NZC2074,species
Corallinales sp. NZC2075,species
Corallinales sp. NZC2076,species
Corallinales sp. NZC2078,species
Corallinales sp. NZC2079,species
Corallinales sp. NZC2080,species
Corallinales sp. NZC2082,species
Corallinales sp. NZC2083,species
Corallinales sp. NZC2084,species
Corallinales sp. NZC2086,species
Corallinales sp. NZC2089,species
Corallinales sp. NZC2090,species
Corallinales sp. NZC2091,species
Corallinales sp. NZC2092,species
Corallinales sp. NZC2093,species
Corallinales sp. NZC2094,species
Corallinales sp. NZC2100,species
Corallinales sp. NZC2101,species
Corallinales sp. NZC2102,species
Corallinales sp. NZC2117,species
Corallinales sp. NZC2118,species
Corallinales sp. NZC2123,species
Corallinales sp. NZC2131,species
Corallinales sp. NZC2136,species
Corallinales sp. NZC2139,species
Corallinales sp. NZC2140,species
Corallinales sp. NZC2150,species
Corallinales sp. NZC2158,species
Corallinales sp. NZC2163,species
Corallinales sp. NZC2164,species
Corallinales sp. NZC2168,species
Corallinales sp. NZC2171,species
Corallinales sp. NZC2172,species
Corallinales sp. NZC2173,species
Corallinales sp. NZC2177,species
Corallinales sp. NZC2179,species
Corallinales sp. NZC2184,species
Corallinales sp. NZC2187,species
Corallinales sp. NZC2190,species
Corallinales sp. NZC2191,species
Corallinales sp. NZC2194,species
Corallinales sp. NZC2196,species
Corallinales sp. NZC2202,species
Corallinales sp. NZC2203,species
Corallinales sp. NZC2204,species
Corallinales sp. NZC2205,species
Corallinales sp. NZC2206,species
Corallinales sp. NZC2208,species
Corallinales sp. NZC2209,species
Corallinales sp. NZC2210,species
Corallinales sp. NZC2211,species
Corallinales sp. NZC2213,species
Corallinales sp. NZC2214,species
Corallinales sp. NZC2215,species
Corallinales sp. NZC2217,species
Corallinales sp. NZC2219,species
Corallinales sp. NZC2220,species
Corallinales sp. NZC2222,species
Corallinales sp. NZC2231,species
Corallinales sp. NZC2232,species
Corallinales sp. NZC2233,species
Corallinales sp. NZC2235,species
Corallinales sp. NZC2237,species
Corallinales sp. NZC2238,species
Corallinales sp. NZC2239,species
Corallinales sp. NZC2240,species
Corallinales sp. NZC2248,species
Corallinales sp. NZC2249,species
Corallinales sp. NZC2252,species
Corallinales sp. NZC2253,species
Corallinales sp. NZC2254,species
Corallinales sp. NZC2255,species
Corallinales sp. NZC2257,species
Corallinales sp. NZC2264,species
Corallinales sp. NZC2266,species
Corallinales sp. NZC2268,species
Corallinales sp. NZC2270,species
Corallinales sp. NZC2271,species
Corallinales sp. NZC2272,species
Corallinales sp. NZC2280,species
Corallinales sp. NZC2281,species
Corallinales sp. NZC2282,species
Corallinales sp. NZC2284,species
Corallinales sp. NZC2286,species
Corallinales sp. NZC2291,species
Corallinales sp. NZC2292,species
Corallinales sp. NZC2294,species
Corallinales sp. NZC2296,species
Corallinales sp. NZC2297,species
Corallinales sp. NZC2298,species
Corallinales sp. NZC2301,species
Corallinales sp. NZC2302,species
Corallinales sp. NZC2303,species
Corallinales sp. NZC2305,species
Corallinales sp. NZC2307,species
Corallinales sp. NZC2308,species
Corallinales sp. Gen12sp1 NZ Twist 2018,species
Corallinales sp. NZC2312,species
Corallinales sp. NZC2313,species
Corallinales sp. NZC2314,species
Corallinales sp. NZC2322,species
Corallinales sp. NZC2323,species
Corallinales sp. NZC2324,species
Corallinales sp. NZC2327,species
Corallinales sp. NZC2331,species
Corallinales sp. NZC2333,species
Corallinales sp. NZC2336_ND395,species
Corallinales sp. NZC2336_ND396,species
Corallinales sp. NZC2340,species
Corallinales sp. NZC2341,species
Corallinales sp. NZC2344,species
Corallinales sp. NZC2345,species
Corallinales sp. NZC2346,species
Corallinales sp. NZC2347,species
Corallinales sp. NZC2349,species
Corallinales sp. NZC2351,species
Corallinales sp. NZC2352,species
Corallinales sp. NZC2354,species
Corallinales sp. NZC2355,species
Corallinales sp. NZC2362,species
Corallinales sp. NZC2363,species
Corallinales sp. NZC2367,species
Corallinales sp. NZC2368,species
Corallinales sp. NZC2369,species
Corallinales sp. NZC2371,species
Corallinales sp. NZC2373,species
Corallinales sp. NZC2374,species
Corallinales sp. NZC2378,species
Corallinales sp. NZC2379,species
Corallinales sp. NZC2380,species
Corallinales sp. NZC2383,species
Corallinales sp. NZC2384,species
Corallinales sp. NZC2385-1,species
Corallinales sp. NZC2385-2,species
Corallinales sp. NZC2388,species
Corallinales sp. NZC2390,species
Corallinales sp. NZC2394,species
Corallinales sp. NZC2397,species
Corallinales sp. NZC2399,species
Corallinales sp. NZC2402,species
Corallinales sp. NZC2406,species
Corallinales sp. NZC2408,species
Corallinales sp. NZC2410,species
Corallinales sp. NZC2411,species
Corallinales sp. NZC2416,species
Corallinales sp. NZC2417,species
Corallinales sp. NZC2420,species
Corallinales sp. NZC2422,species
Corallinales sp. NZC2433-A,species
Corallinales sp. NZC2436,species
Corallinales sp. NZC2438,species
Corallinales sp. NZC2439,species
Corallinales sp. NZC2440,species
Corallinales sp. NZC2443,species
Corallinales sp. NZC2444,species
Corallinales sp. NZC2446,species
Corallinales sp. NZC2452,species
Corallinales sp. NZC2453,species
Corallinales sp. NZC2457,species
Corallinales sp. NZC2459,species
Corallinales sp. NZC2460,species
Corallinales sp. NZC2464,species
Corallinales sp. NZC2466,species
Corallinales sp. NZC2467,species
Corallinales sp. NZC2470,species
Corallinales sp. NZC2473,species
Corallinales sp. NZC2477,species
Corallinales sp. NZC2478,species
Corallinales sp. NZC2482,species
Corallinales sp. NZC2484,species
Corallinales sp. NZC2486,species
Corallinales sp. NZC2489,species
Corallinales sp. NZC2493,species
Corallinales sp. NZC2497,species
Corallinales sp. NZC2498,species
Corallinales sp. NZC2499,species
Corallinales sp. NZC2500,species
Corallinales sp. NZC2503,species
Corallinales sp. NZC2507,species
Corallinales sp. NZC2508-1,species
Corallinales sp. NZC2508-2,species
Corallinales sp. NZC2509,species
Corallinales sp. NZC2511,species
Corallinales sp. NZC2516,species
Corallinales sp. NZC2521,species
Corallinales sp. NZC2522,species
Corallinales sp. NZC2523,species
Corallinales sp. NZC2525,species
Corallinales sp. NZC2527,species
Corallinales sp. NZC2528,species
Corallinales sp. NZC2529,species
Corallinales sp. NZC2541,species
Corallinales sp. NZC2542-1,species
Corallinales sp. NZC2542-2,species
Corallinales sp. NZC2544,species
Corallinales sp. NZC2548,species
Corallinales sp. NZC2549,species
Corallinales sp. NZC2551,species
Corallinales sp. NZC2555,species
Corallinales sp. NZC2557,species
Corallinales sp. NZC2561,species
Corallinales sp. NZC2562,species
Corallinales sp. NZC2563,species
Corallinales sp. NZC2567,species
Corallinales sp. NZC2569,species
Corallinales sp. NZC2571,species
Corallinales sp. NZC2576,species
Corallinales sp. NZC2577,species
Corallinales sp. NZC2580-1,species
Corallinales sp. NZC2580-2,species
Corallinales sp. NZC2581-2,species
Corallinales sp. NZC2582,species
Corallinales sp. NZC2585,species
Corallinales sp. NZC2588,species
Corallinales sp. NZC2589,species
Corallinales sp. NZC2590,species
Corallinales sp. NZC2591,species
Corallinales sp. NZC2593,species
Corallinales sp. NZC2596,species
Corallinales sp. NZC2599,species
Corallinales sp. NZC2600,species
Corallinales sp. NZC2609,species
Corallinales sp. NZC2610,species
Corallinales sp. NZC2611,species
Corallinales sp. NZC2612,species
Corallinales sp. NZC2008,species
Corallinales sp. LBC0321,species
Corallinales sp. LBC0828,species
Corallinales sp. BOLD:AAA2756,species
Corallinales sp. BOLD:AAA3815,species
Corallinales sp. BOLD:AAA6430,species
Corallinales sp. BOLD:AAA6943,species
Corallinales sp. BOLD:AAA6946,species
Corallinales sp. BOLD:AAA6947,species
Corallinales sp. BOLD:AAA6948,species
Corallinales sp. BOLD:AAA6949,species
Corallinales sp. BOLD:AAA6950,species
Corallinales sp. BOLD:AAA6956,species
Corallinales sp. BOLD:AAA6957,species
Corallinales sp. BOLD:AAA6959,species
Corallinales sp. BOLD:AAA6960,species
Corallinales sp. BOLD:AAA6961,species
Corallinales sp. BOLD:AAA6962,species
Corallinales sp. BOLD:AAB1589,species
Corallinales sp. BOLD:AAB1590,species
Corallinales sp. BOLD:AAB1591,species
Corallinales sp. BOLD:AAB1593,species
Corallinales sp. BOLD:AAB1596,species
Corallinales sp. BOLD:AAB1597,species
Corallinales sp. BOLD:AAB1598,species
Corallinales sp. BOLD:AAB1600,species
Corallinales sp. BOLD:AAB1601,species
Corallinales sp. BOLD:AAB1602,species
Corallinales sp. BOLD:AAC6792,species
Corallinales sp. BOLD:AAC6793,species
Corallinales sp. BOLD:AAC6794,species
Corallinales sp. BOLD:AAC6795,species
Corallinales sp. BOLD:AAC6796,species
Corallinales sp. BOLD:AAD3639,species
Corallinales sp. BOLD:AAD9191,species
Corallinales sp. BOLD:AAE2449,species
Corallinales sp. BOLD:AAE5745,species
Corallinales sp. BOLD:AAE6785,species
Corallinales sp. BOLD:AAE9857,species
Corallinales sp. BOLD:AAE9871,species
Corallinales sp. BOLD:AAF0938,species
Corallinales sp. BOLD:AAF1134,species
Corallinales sp. BOLD:AAF2038,species
Corallinales sp. BOLD:AAF4413,species
Corallinales sp. BOLD:AAF4414,species
Corallinales sp. BOLD:AAF7762,species
Corallinales sp. BOLD:AAH8459,species
Corallinales sp. BOLD:AAI0138,species
Corallinales sp. BOLD:AAI1075,species
Corallinales sp. BOLD:AAI2089,species
Corallinales sp. BOLD:AAI2090,species
Corallinales sp. BOLD:AAI4258,species
Corallinales sp. BOLD:AAI4491,species
Corallinales sp. BOLD:AAI4492,species
Corallinales sp. BOLD:AAI5865,species
Corallinales sp. BOLD:AAI6905,species
Corallinales sp. BOLD:AAI6906,species
Corallinales sp. BOLD:AAI7941,species
Corallinales sp. BOLD:AAI7942,species
Corallinales sp. BOLD:AAI7957,species
Corallinales sp. BOLD:AAI8321,species
Corallinales sp. BOLD:AAI8681,species
Corallinales sp. BOLD:AAI8685,species
Corallinales sp. BOLD:AAI9326,species
Corallinales sp. BOLD:AAJ1103,species
Corallinales sp. BOLD:AAJ2238,species
Corallinales sp. BOLD:AAJ2239,species
Corallinales sp. BOLD:AAJ2372,species
Corallinales sp. BOLD:AAJ2378,species
Corallinales sp. BOLD:AAJ3774,species
Corallinales sp. BOLD:AAJ7297,species
Corallinales sp. BOLD:AAJ7318,species
Corallinales sp. BOLD:AAJ7321,species
Corallinales sp. BOLD:AAJ7329,species
Corallinales sp. BOLD:AAJ7334,species
Corallinales sp. BOLD:AAJ7335,species
Corallinales sp. BOLD:AAJ7336,species
Corallinales sp. BOLD:AAK0951,species
Corallinales sp. BOLD:AAK0991,species
Corallinales sp. BOLD:AAK5249,species
Corallinales sp. BOLD:AAK7655,species
Corallinales sp. BOLD:AAK7656,species
Corallinales sp. BOLD:AAK7662,species
Corallinales sp. BOLD:AAK7710,species
Corallinales sp. BOLD:AAL3137,species
Corallinales sp. BOLD:AAL5269,species
Corallinales sp. BOLD:AAC1939,species
Corallinales sp. BOLD:AAI9325,species
Corallinales sp. BOLD:AAL0240,species
Corallinales sp. BOLD:AAL7504,species
Corallinales sp. BOLD:AAM3607,species
Corallinales sp. BOLD:AAM4114,species
Corallinales sp. BOLD:AAM4842,species
Corallinales sp. BOLD:AAM6741,species
Corallinales sp. BOLD:AAM6743,species
Corallinales sp. BOLD:AAN1051,species
